GeneID
AT1G01100
AT1G01180
AT1G01190
AT1G01350
AT1G01471
AT1G01480
AT1G01500
AT1G01540
AT1G01560
AT1G01630
AT1G01820
AT1G02030
AT1G02120
AT1G02170
AT1G02360
AT1G02400
AT1G02410
AT1G02610
AT1G02730
AT1G02880
AT1G02910
AT1G02920
AT1G02930
AT1G03030
AT1G03130
AT1G03220
AT1G03230
AT1G03370
AT1G03430
AT1G03445
AT1G03457
AT1G03506
AT1G03590
AT1G03820
AT1G03905
AT1G03980
AT1G04050
AT1G04150
AT1G04360
AT1G04370
AT1G04390
AT1G04501
AT1G04680
AT1G05010
AT1G05170
AT1G05291
AT1G05370
AT1G05450
AT1G05575
AT1G05675
AT1G05700
AT1G05710
AT1G05800
AT1G05950
AT1G06140
AT1G06170
AT1G06520
AT1G07135
AT1G07160
AT1G07175
AT1G07310
AT1G07485
AT1G07520
AT1G07600
AT1G07630
AT1G07650
AT1G07660
AT1G08090
AT1G08210
AT1G08350
AT1G08450
AT1G08500
AT1G08695
AT1G08830
AT1G08930
AT1G09195
AT1G09350
AT1G09560
AT1G09645
AT1G09940
AT1G09960
AT1G10040
AT1G10230
AT1G10340
AT1G10520
AT1G10670
AT1G10840
AT1G10900
AT1G10920
AT1G11050
AT1G11250
AT1G11260
AT1G11310
AT1G11320
AT1G11330
AT1G11370
AT1G11440
AT1G11572
AT1G11670
AT1G11680
AT1G12030
AT1G12080
AT1G12110
AT1G12120
AT1G12190
AT1G12380
AT1G12411
AT1G12451
AT1G12750
AT1G12990
AT1G13000
AT1G13110
AT1G13210
AT1G13250
AT1G13310
AT1G13380
AT1G13550
AT1G13590
AT1G13750
AT1G13960
AT1G14340
AT1G14360
AT1G14510
AT1G14540
AT1G14600
AT1G14730
AT1G14740
AT1G15020
AT1G15090
AT1G15520
AT1G15530
AT1G15570
AT1G15660
AT1G15670
AT1G15800
AT1G15910
AT1G15950
AT1G16110
AT1G16130
AT1G16150
AT1G16640
AT1G16650
AT1G16660
AT1G16920
AT1G16930
AT1G17120
AT1G17147
AT1G17180
AT1G17240
AT1G17330
AT1G17360
AT1G17420
AT1G17640
AT1G17830
AT1G17860
AT1G18200
AT1G18382
AT1G18390
AT1G18570
AT1G18620
AT1G18670
AT1G18890
AT1G18900
AT1G19020
AT1G19180
AT1G19210
AT1G19240
AT1G19250
AT1G19310
AT1G19330
AT1G19360
AT1G19380
AT1G19770
AT1G19780
AT1G19860
AT1G19890
AT1G20310
AT1G20700
AT1G20816
AT1G21000
AT1G21010
AT1G21060
AT1G21120
AT1G21326
AT1G21420
AT1G21590
AT1G21700
AT1G21900
AT1G22180
AT1G22280
AT1G22403
AT1G22651
AT1G22810
AT1G23020
AT1G23350
AT1G23550
AT1G23710
AT1G23830
AT1G24148
AT1G24150
AT1G24180
AT1G24470
AT1G24530
AT1G24540
AT1G25220
AT1G25280
AT1G25390
AT1G25400
AT1G25560
AT1G25570
AT1G25580
AT1G26100
AT1G26210
AT1G26270
AT1G26420
AT1G26440
AT1G26470
AT1G26690
AT1G26773
AT1G26930
AT1G26940
AT1G27170
AT1G27200
AT1G27330
AT1G27350
AT1G27695
AT1G27720
AT1G27730
AT1G27770
AT1G27890
AT1G28050
AT1G28230
AT1G28340
AT1G28370
AT1G28375
AT1G28380
AT1G28390
AT1G28440
AT1G29060
AT1G29290
AT1G29300
AT1G29340
AT1G29400
AT1G29670
AT1G29690
AT1G29740
AT1G29850
AT1G29860
AT1G30050
AT1G30110
AT1G30310
AT1G30320
AT1G30370
AT1G30475
AT1G30550
AT1G30620
AT1G30660
AT1G30700
AT1G30720
AT1G30730
AT1G30755
AT1G30757
AT1G30780
AT1G30820
AT1G30825
AT1G30910
AT1G31040
AT1G31220
AT1G31310
AT1G31355
AT1G31885
AT1G32120
AT1G32130
AT1G32280
AT1G32780
AT1G32928
AT1G32940
AT1G33420
AT1G33590
AT1G33600
AT1G33607
AT1G33610
AT1G33990
AT1G34245
AT1G34320
AT1G34370
AT1G34570
AT1G35340
AT1G35460
AT1G36622
AT1G42990
AT1G43675
AT1G44100
AT1G46408
AT1G47128
AT1G47840
AT1G47890
AT1G47950
AT1G48110
AT1G48370
AT1G48490
AT1G48745
AT1G49000
AT1G49032
AT1G49435
AT1G49480
AT1G49780
AT1G50280
AT1G50450
AT1G50770
AT1G50920
AT1G51510
AT1G51645
AT1G51700
AT1G51790
AT1G51800
AT1G51805
AT1G51823
AT1G51850
AT1G51860
AT1G52180
AT1G52200
AT1G52780
AT1G53163
AT1G53200
AT1G53310
AT1G53330
AT1G53350
AT1G53390
AT1G53430
AT1G53580
AT1G53590
AT1G53610
AT1G53625
AT1G53920
AT1G54020
AT1G54115
AT1G54240
AT1G54990
AT1G55020
AT1G55240
AT1G55450
AT1G55830
AT1G55920
AT1G55970
AT1G55980
AT1G56140
AT1G56240
AT1G56250
AT1G56430
AT1G56480
AT1G56510
AT1G56540
AT1G56600
AT1G57680
