GeneID
AT1G01130
AT1G01180
AT1G01225
AT1G01260
AT1G01340
AT1G01440
AT1G01480
AT1G01550
AT1G01560
AT1G01950
AT1G02170
AT1G02190
AT1G02360
AT1G02390
AT1G02400
AT1G02660
AT1G02810
AT1G02880
AT1G02920
AT1G02930
AT1G02940
AT1G03220
AT1G03230
AT1G03370
AT1G03730
AT1G03740
AT1G03905
AT1G03980
AT1G04100
AT1G04360
AT1G04380
AT1G04490
AT1G04645
AT1G05020
AT1G05340
AT1G05370
AT1G05575
AT1G05630
AT1G05640
AT1G05670
AT1G05675
AT1G05680
AT1G06130
AT1G06135
AT1G06137
AT1G06140
AT1G06800
AT1G06830
AT1G06840
AT1G06970
AT1G07000
AT1G07128
AT1G07130
AT1G07135
AT1G07150
AT1G07160
AT1G07220
AT1G07520
AT1G07620
AT1G07660
AT1G07900
AT1G08050
AT1G08315
AT1G08450
AT1G08860
AT1G08930
AT1G09060
AT1G09070
AT1G09157
AT1G09930
AT1G09932
AT1G09940
AT1G09950
AT1G10040
AT1G10050
AT1G10340
AT1G10560
AT1G10650
AT1G10810
AT1G10920
AT1G10990
AT1G11050
AT1G11200
AT1G11300
AT1G11310
AT1G11920
AT1G11925
AT1G11960
AT1G12030
AT1G12360
AT1G12580
AT1G13150
AT1G13210
AT1G13260
AT1G13340
AT1G13390
AT1G13480
AT1G13520
AT1G13530
AT1G13540
AT1G13550
AT1G14040
AT1G14070
AT1G14260
AT1G14370
AT1G14470
AT1G14480
AT1G14540
AT1G14550
AT1G14740
AT1G14780
AT1G14870
AT1G15010
AT1G15040
AT1G15190
AT1G15430
AT1G15530
AT1G15880
AT1G15885
AT1G15890
AT1G15900
AT1G16090
AT1G16110
AT1G16120
AT1G16130
AT1G16140
AT1G16150
AT1G16160
AT1G16230
AT1G16420
AT1G16640
AT1G16670
AT1G17147
AT1G17240
AT1G17330
AT1G17340
AT1G17380
AT1G17420
AT1G17600
AT1G17750
AT1G17830
AT1G17860
AT1G17980
AT1G17990
AT1G18020
AT1G18200
AT1G18210
AT1G18290
AT1G18300
AT1G18382
AT1G18390
AT1G18570
AT1G18740
AT1G18890
AT1G18900
AT1G19020
AT1G19025
AT1G19180
AT1G19270
AT1G19300
AT1G19310
AT1G19320
AT1G19330
AT1G19380
AT1G19770
AT1G19780
AT1G19970
AT1G20300
AT1G20310
AT1G20320
AT1G20350
AT1G20510
AT1G20680
AT1G20780
AT1G20823
AT1G21010
AT1G21080
AT1G21100
AT1G21110
AT1G21120
AT1G21130
AT1G21210
AT1G21230
AT1G21320
AT1G21326
AT1G21390
AT1G21450
AT1G21550
AT1G21910
AT1G22190
AT1G22275
AT1G22280
AT1G22470
AT1G22510
AT1G22810
AT1G22890
AT1G23200
AT1G23550
AT1G23710
AT1G23830
AT1G23840
AT1G24140
AT1G24145
AT1G24147
AT1G24148
AT1G24150
AT1G24807
AT1G24909
AT1G25083
AT1G25155
AT1G25220
AT1G25370
AT1G25390
AT1G25400
AT1G26240
AT1G26270
AT1G26380
AT1G26410
AT1G26420
AT1G26730
AT1G27100
AT1G27110
AT1G27130
AT1G27720
AT1G27730
AT1G27770
AT1G28190
AT1G28240
AT1G28370
AT1G28380
AT1G28390
AT1G28480
AT1G28600
AT1G29290
AT1G29340
AT1G29680
AT1G29690
AT1G29720
AT1G29860
AT1G29962
AT1G29965
AT1G29970
AT1G30040
AT1G30190
AT1G30370
AT1G30420
AT1G30455
AT1G30620
AT1G30700
AT1G30720
AT1G30730
AT1G30740
AT1G30755
AT1G30757
AT1G30810
AT1G30990
AT1G31130
AT1G31290
AT1G31310
AT1G31350
AT1G31540
AT1G31930
AT1G32049
AT1G32120
AT1G32460
AT1G32640
AT1G32690
AT1G32910
AT1G32920
AT1G32928
AT1G32960
AT1G32970
AT1G33030
AT1G33560
AT1G33590
AT1G33600
AT1G33610
AT1G33612
AT1G33760
AT1G33770
AT1G34260
AT1G34420
AT1G34750
AT1G35140
AT1G35210
AT1G35230
AT1G35350
AT1G35430
AT1G35710
AT1G35910
AT1G36622
AT1G36640
AT1G42470
AT1G42980
AT1G42990
AT1G43000
AT1G44100
AT1G44130
AT1G44830
AT1G45207
AT1G47380
AT1G47510
AT1G47890
AT1G48060
AT1G48320
AT1G48640
AT1G48960
AT1G49000
AT1G49030
AT1G49050
AT1G49840
AT1G49950
AT1G50180
AT1G50310
AT1G50740
AT1G50750
AT1G51270
AT1G51620
AT1G51660
AT1G51670
AT1G51700
AT1G51780
AT1G51790
AT1G51800
AT1G51820
AT1G51850
AT1G51890
AT1G51900
AT1G51913
AT1G51915
AT1G51920
AT1G52200
AT1G52690
AT1G53060
AT1G53080
AT1G53170
AT1G53330
AT1G53430
AT1G53440
AT1G53620
AT1G53625
AT1G53633
AT1G53820
AT1G53990
AT1G54160
AT1G55365
AT1G55440
AT1G55450
AT1G55460
AT1G55475
AT1G56060
AT1G56140
AT1G56150
AT1G56240
AT1G56242
AT1G56250
AT1G56470
AT1G56510
AT1G56520
AT1G56540
AT1G56660
AT1G57630
AT1G57980
AT1G57990
AT1G58225
AT1G58400
AT1G58410
AT1G58420
AT1G58807
AT1G58848
AT1G59124
AT1G59218
AT1G59590
AT1G59620
AT1G59740
AT1G59820
AT1G59850
AT1G59860
AT1G59865
AT1G59870
AT1G59910
AT1G59970
AT1G60190
AT1G61140
AT1G61260
AT1G61340
AT1G61360
AT1G61370
AT1G61420
AT1G61460
AT1G61470
AT1G61550
AT1G61560
AT1G61820
AT1G61890
AT1G62240
AT1G62300
AT1G62420
AT1G62422
AT1G63090
AT1G63245
AT1G63350
AT1G63530
AT1G63580
AT1G63720
AT1G63740
AT1G63750
AT1G63820
AT1G63830
AT1G63860
AT1G63870
AT1G64010
AT1G64065
AT1G64080
AT1G64280
